"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"301","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"302","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"303","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"304","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"305","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"306","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"307","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"308","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"309","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"310","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"311","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"312","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"313","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"314","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"315","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"316","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"317","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"318","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"319","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"320","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"321","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"322","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"323","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"324","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"325","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"326","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"327","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"328","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"329","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"330","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"331","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"332","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"333","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"334","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"335","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"336","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"337","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"338","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"339","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"340","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"341","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"342","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"343","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"344","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"345","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"346","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"347","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"348","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"349","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"350","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"351","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"352","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"353","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"354","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"355","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"356","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"357","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"358","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"359","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"360","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"361","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"362","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"363","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"364","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"365","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"366","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"367","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"368","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"369","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"370","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"371","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"372","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"373","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"374","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"375","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"376","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"377","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"378","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"379","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"380","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"381","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TRANSIT","",""
"382","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"383","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
